UF,Municipios,IDH,PIB per capita,Produto Interno Bruto Anual (R$ 1.000),GINI
PI,Jaicos,"0,524",9027.86 ,171845.31,"0,5306"
PI,Jardim do Mulato,"0,593",6659.21 ,29926.48,"0,5150"
PI,Jatoba do Piaui,"0,566",8751.73 ,42489.66,"0,4702"
PI,Jerumenha,"0,591",9774.80 ,43566.29,"0,4991"
PI,Joao Costa,"0,561",9051.64 ,27245.45,"0,4910"
PI,Joaquim Pires,"0,522",6745.00 ,96669.39,"0,6058"
PI,Joca Marques,"0,504",7136.97 ,38675.24,"0,5761"
PI,Jose de Freitas,"0,618",8962.16 ,350169.68,"0,5449"
PI,Juazeiro do Piaui,"0,570",8752.66 ,47894.57,"0,5109"
PI,Julio Borges,"0,582",7691.81 ,43181.85,"0,5331"
PI,Jurema,"0,555",8522.87 ,40466.57,"0,5139"
PI,Lagoa Alegre,"0,550",7363.89 ,62622.51,"0,5348"
PI,Lagoa de Sao Francisco,"0,529",6696.92 ,45123.85,"0,5271"
PI,Lagoa do Barro do Piaui,"0,502",38007.17 ,176847.35,"0,5974"
PI,Lagoa do Piaui,"0,583",12340.93 ,50005.44,"0,4685"
PI,Lagoa do Sitio,"0,541",8225.92 ,42396.4,"0,5550"
PI,Lagoinha do Piaui,"0,597",7876.59 ,22298.63,"0,5530"
PI,Landri Sales,"0,584",14646.95 ,77731.37,"0,5727"
PI,Luis Correia,"0,541",10137.26 ,305912.2,"0,5942"
PI,Luzilandia,"0,545",8110.41 ,206547.84,"0,5146"
PI,Madeiro,"0,563",6466.97 ,53520.64,"0,5404"
PI,Manoel Emidio,"0,573",7869.98 ,42088.65,"0,5585"
PI,Marcolandia,"0,562",8248.42 ,69608.44,"0,4891"
PI,Marcos Parente,"0,590",9187.11 ,41801.34,"0,4947"
PI,Massape do Piaui,"0,525",6544.12 ,42104.84,"0,5133"
PI,Matias Olimpio,"0,562",7071.35 ,77169.65,"0,5204"
PI,Miguel Alves,"0,539",7090.86 ,238848.68,"0,6000"
PI,Miguel Leao,"0,623",13228.52 ,16535.65,"0,5227"
PI,Milton Brandao,"0,508",7093.79 ,46939.58,"0,5526"
PI,Monsenhor Gil,"0,615",8898.35 ,94011.03,"0,5015"
PI,Monsenhor Hipolito,"0,561",8144.45 ,62948.42,"0,5364"
PI,Monte Alegre do Piaui,"0,578",18484.95 ,196143.77,"0,5734"
PI,Morro Cabeca no Tempo,"0,542",6972.80 ,31607.69,"0,5957"
PI,Morro do Chapeu do Piaui,"0,550",6960.06 ,47196.19,"0,5304"
PI,Murici dos Portelas,"0,530",7391.04 ,67295.44,"0,5971"
PI,Nazare do Piaui,"0,576",7348.08 ,54052.51,"0,5668"
PI,Nazaria,"0,602",10205.47 ,87113.89,"0,5066"
PI,Nossa Senhora de Nazare,"0,586",7850.12 ,38049.55,"0,5088"
PI,Nossa Senhora dos Remedios,"0,533",7961.44 ,68953.99,"0,4854"
PI,Nova Santa Rita,"0,554",8335.88 ,36386.1,"0,6312"
PI,Novo Oriente do Piaui,"0,562",6968.94 ,45820.75,"0,5197"
PI,Novo Santo Antonio,"0,528",8063.39 ,24020.85,"0,5335"
PI,Oeiras,"0,634",11928.73 ,441016.89,"0,5873"
PI,Olho D'Agua do Piaui,"0,576",8510.33 ,20841.8,"0,5660"
PI,Padre Marcos,"0,541",8703.85 ,59725.82,"0,5302"
PI,Paes Landim,"0,575",9279.99 ,38344.93,"0,5084"
PI,Pajeu do Piaui,"0,559",10479.73 ,35369.08,"0,5998"
PI,Palmeira do Piaui,"0,557",14023.08 ,70830.6,"0,5967"
PI,Palmeirais,"0,562",7313.76 ,105961.76,"0,5880"
PI,Paqueta,"0,509",8737.75 ,34540.32,"0,4997"
PI,Parnagua,"0,575",8370.43 ,90082.55,"0,5663"
PI,Parnaiba,"0,687",15216.39 ,2322827.28,"0,5772"
PI,Passagem Franca do Piaui,"0,561",8236.82 ,35434.81,"0,5393"
PI,Patos do Piaui,"0,563",7618.74 ,48584.73,"0,5080"
PI,Pau D'Arco do Piaui,"0,514",6759.12 ,27191.96,"0,6093"
PI,Paulistana,"0,600",10053.24 ,205990.96,"0,6083"
PI,Pavussu,"0,526",8136.49 ,29982.97,"0,5278"
PI,Pedro II,"0,571",8296.92 ,321124.09,"0,5885"
PI,Pedro Laurentino,"0,562",9728.05 ,24602.23,"0,5615"
PI,Picos,"0,698",19445.94 ,1516822.12,"0,5630"
PI,Pimenteiras,"0,566",7085.51 ,85840.99,"0,5735"
PI,Pio IX,"0,564",9461.94 ,173995.56,"0,5749"
PI,Piracuruca,"0,596",9793.87 ,281113.57,"0,5428"
PI,Piripiri,"0,635",11286.42 ,718876.97,"0,5633"
PI,Porto,"0,549",7246.70 ,90772.17,"0,5672"
PI,Porto Alegre do Piaui,"0,563",8422.20 ,22739.95,"0,4867"
PI,Prata do Piaui,"0,565",7808.22 ,24619.33,"0,5616"
PI,Queimada Nova,"0,515",8367.88 ,75026.38,"0,5265"
PI,Redencao do Gurgueia,"0,589",8422.34 ,73762.82,"0,5794"
PI,Regeneracao,"0,591",10306.62 ,185292.37,"0,5611"
PI,Riacho Frio,"0,541",8672.52 ,37430.58,"0,6059"
PI,Ribeira do Piaui,"0,520",51519.60 ,229983.48,"0,5826"
PI,Ribeiro Goncalves,"0,601",54631.40 ,399082.36,"0,5975"
PI,Rio Grande do Piaui,"0,572",7839.96 ,50418.8,"0,5471"
PI,Santa Cruz do Piaui,"0,601",8521.48 ,53105.85,"0,4923"
PI,Santa Cruz dos Milagres,"0,577",8702.60 ,34845.21,"0,4455"
PI,Santa Filomena,"0,544",51577.17 ,322460.44,"0,5491"
PI,Santa Luz,"0,588",8140.88 ,47510.2,"0,5163"
PI,Santa Rosa do Piaui,"0,567",7024.17 ,36933.09,"0,5264"
PI,Santana do Piaui,"0,574",7687.22 ,35553.41,"0,4685"
PI,Santo Antonio de Lisboa,"0,584",9592.78 ,61278.7,"0,4672"
PI,Santo Antonio dos Milagres,"0,619",6554.95 ,14125.93,"0,4950"
PI,Santo Inacio do Piaui,"0,613",8332.51 ,31538.55,"0,5284"
PI,Sao Braz do Piaui,"0,596",7250.28 ,32220.23,"0,5261"
PI,Sao Felix do Piaui,"0,610",9307.72 ,27495.02,"0,5242"
PI,Sao Francisco de Assis do Piaui,"0,485",7368.22 ,42227.27,"0,6039"
PI,Sao Francisco do Piaui,"0,570",7912.76 ,50839.49,"0,5423"
PI,Sao Goncalo do Gurgueia,"0,560",10667.72 ,32269.84,"0,6471"
PI,Sao Goncalo do Piaui,"0,616",8427.74 ,42130.27,"0,5657"
PI,Sao Joao da Canabrava,"0,559",7832.46 ,36044.97,"0,5248"
PI,Sao Joao da Fronteira,"0,515",7816.02 ,47044.61,"0,5467"
PI,Sao Joao da Serra,"0,582",8128.49 ,50047.1,"0,5746"
PI,Sao Joao da Varjota,"0,559",6284.98 ,30369.03,"0,5690"
PI,Sao Joao do Arraial,"0,523",6528.93 ,51820.11,"0,5484"
PI,Sao Joao do Piaui,"0,645",11149.29 ,228972.99,"0,5778"
PI,Sao Jose do Divino,"0,565",9198.82 ,49103.29,"0,5745"
PI,Sao Jose do Peixe,"0,573",9044.22 ,33915.83,"0,5732"
PI,Sao Jose do Piaui,"0,552",8551.49 ,57380.51,"0,4312"
PI,Sao Juliao,"0,594",7536.21 ,47877.55,"0,5226"
PI,Sao Lourenco do Piaui,"0,595",7167.29 ,32740.2,"0,4690"
PI,Sao Luis do Piaui,"0,554",7238.13 ,19123.15,"0,5056"
PI,Sao Miguel da Baixa Grande,"0,563",8963.63 ,21951.93,"0,5410"
PI,Sao Miguel do Fidalgo,"0,535",7507.60 ,22823.1,"0,5579"
PI,Sao Miguel do Tapuio,"0,556",7529.35 ,133164.06,"0,5788"
PI,Sao Pedro do Piaui,"0,595",7329.39 ,104480.45,"0,5684"
PI,Sao Raimundo Nonato,"0,661",12993.94 ,448745.89,"0,5504"
PI,Sebastiao Barros,"0,536",10975.81 ,38283.63,"0,5958"
PI,Sebastiao Leal,"0,562",34752.91 ,148950.96,"0,5964"
PI,Sigefredo Pacheco,"0,581",6512.52 ,65281.48,"0,5078"
PI,Simoes,"0,575",17754.79 ,259486.33,"0,5149"
PI,Simplicio Mendes,"0,627",11240.79 ,142342.17,"0,5706"
PI,Socorro do Piaui,"0,561",6964.85 ,31871.14,"0,5757"
PI,Sussuapara,"0,586",8269.49 ,55339.46,"0,4643"
PI,Tamboril do Piaui,"0,501",8370.89 ,24342.56,"0,5461"
PI,Tanque do Piaui,"0,579",9754.86 ,26884.4,"0,4749"
PI,Teresina,"0,751",24333.00 ,20961471.72,"0,6171"
PI,Uniao,"0,577",8241.26 ,365879.09,"0,5247"
PI,Urucui,"0,631",79384.48 ,1703352.8,"0,5532"
PI,Valenca do Piaui,"0,647",11449.03 ,239353.36,"0,5310"
PI,Varzea Branca,"0,553",7555.20 ,37443.55,"0,5706"
PI,Varzea Grande,"0,571",7425.19 ,32648.54,"0,4938"
PI,Vera Mendes,"0,503",8395.27 ,25815.46,"0,5815"
PI,Vila Nova do Piaui,"0,565",9967.73 ,29803.51,"0,6043"
PI,Wall Ferraz,"0,544",7641.88 ,34036.96,"0,5102"
PR,Abatia,"0,687",21529.76 ,161623.88,"0,4424"
PR,Adrianopolis,"0,667",43677.47 ,261322.33,"0,5393"
PR,Agudos do Sul,"0,660",22087.81 ,204731.91,"0,4797"
PR,Almirante Tamandare,"0,699",13168.04 ,1542872.38,"0,4402"
PR,Altamira do Parana,"0,667",33206.41 ,73352.96,"0,5848"
PR,Alto Paraiso,"0,678",34432.22 ,96375.77,"0,5417"
PR,Alto Parana,"0,696",22430.78 ,329261.36,"0,4385"
PR,Alto Piquiri,"0,676",30900.00 ,305786.39,"0,4434"
PR,Altonia,"0,721",17248.08 ,378302.16,"0,3853"
PR,Alvorada do Sul,"0,708",23481.50 ,265481.84,"0,4858"
PR,Amapora,"0,669",25691.34 ,158798.15,"0,3977"
PR,Ampere,"0,709",31922.65 ,606179.24,"0,5166"
PR,Anahy,"0,695",30289.95 ,85296.51,"0,4353"
PR,Andira,"0,725",37115.48 ,747468.63,"0,4360"
PR,Angulo,"0,721",38937.19 ,113969.15,"0,4445"
PR,Antonina,"0,687",28312.72 ,538253.21,"0,5676"
PR,Antonio Olinto,"0,656",25293.06 ,188205.67,"0,5055"
PR,Apucarana,"0,748",23315.61 ,3117903.6,"0,4505"
PR,Arapongas,"0,748",35440.69 ,4295341.28,"0,4658"
PR,Arapoti,"0,723",41056.91 ,1146514.1,"0,5783"
PR,Arapua,"0,676",33898.05 ,106033.11,"0,5118"
PR,Araruna,"0,704",32538.31 ,453551.49,"0,3966"
PR,Araucaria,"0,740",116046.97 ,16410202.11,"0,4637"
PR,Ariranha do Ivai,"0,670",41179.91 ,88577.98,"0,4085"
PR,Assai,"0,728",25938.66 ,396576.24,"0,5504"
PR,Assis Chateaubriand,"0,729",36800.41 ,1229023.14,"0,4834"
PR,Astorga,"0,747",29141.11 ,757989.28,"0,5100"
PR,Atalaia,"0,736",35008.12 ,136601.67,"0,4068"
PR,Balsa Nova,"0,696",53915.82 ,689421.58,"0,5067"
PR,Bandeirantes,"0,727",24859.03 ,783705.9,"0,5187"
PR,Barbosa Ferraz,"0,696",17993.50 ,210775.9,"0,4910"
PR,Barra do Jacare,"0,744",33015.66 ,91816.54,"0,4286"
PR,Barracao,"0,706",24067.18 ,246399.75,"0,5412"
PR,Bela Vista da Caroba,"0,681",20125.01 ,71785.9,"0,5072"
PR,Bela Vista do Paraiso,"0,716",29495.52 ,454083.48,"0,4741"
PR,Bituruna,"0,667",22965.66 ,376108.63,"0,4993"
PR,Boa Esperanca,"0,720",48707.82 ,202868.05,"0,4768"
PR,Boa Esperanca do Iguacu,"0,700",36931.39 ,93731.87,"0,4539"
PR,Boa Ventura de Sao Roque,"0,655",36479.27 ,233868.63,"0,5197"
PR,Boa Vista da Aparecida,"0,670",18345.91 ,140217.82,"0,4902"
PR,Bocaiuva do Sul,"0,640",15505.64 ,197774.4,"0,4599"
PR,Bom Jesus do Sul,"0,697",20289.39 ,72575.13,"0,4758"
PR,Bom Sucesso,"0,686",16424.65 ,114890.44,"0,4367"
PR,Bom Sucesso do Sul,"0,742",62685.47 ,205232.22,"0,5571"
PR,Borrazopolis,"0,717",31389.44 ,211847.33,"0,4394"
PR,Braganey,"0,701",31360.85 ,171637.94,"0,5081"
PR,Brasilandia do Sul,"0,681",70764.86 ,192409.66,"0,4582"
PR,Cafeara,"0,693",23156.44 ,67477.87,"0,4028"
PR,Cafelandia,"0,748",77661.71 ,1380436.87,"0,4757"
PR,Cafezal do Sul,"0,692",25337.49 ,103376.96,"0,4156"
PR,California,"0,722",20864.61 ,178037.75,"0,5055"
PR,Cambara,"0,721",28586.57 ,721868.18,"0,4763"
PR,Cambe,"0,734",36311.28 ,3838247.3,"0,4231"
PR,Cambira,"0,725",21998.93 ,171877.62,"0,4275"
PR,Campina da Lagoa,"0,704",28823.18 ,414073.83,"0,4673"
PR,Campina do Simao,"0,630",24117.82 ,94469.49,"0,5034"
PR,Campina Grande do Sul,"0,718",36518.02 ,1565892.48,"0,4434"
PR,Campo Bonito,"0,681",42442.22 ,165736.87,"0,4875"
PR,Campo do Tenente,"0,686",25836.83 ,203955.91,"0,5016"
PR,Campo Largo,"0,745",33304.69 ,4332640.47,"0,4535"
PR,Campo Magro,"0,701",14644.71 ,423012.48,"0,3984"
PR,Campo Mourao,"0,757",41536.16 ,3913205.17,"0,5044"
PR,Candido de Abreu,"0,629",20862.25 ,317794.58,"0,5669"
PR,Candoi,"0,635",32013.04 ,509103.38,"0,5476"
PR,Cantagalo,"0,635",19378.91 ,257855.71,"0,4970"
PR,Capanema,"0,706",32437.22 ,619518.46,"0,4527"
PR,Capitao Leonidas Marques,"0,716",74160.76 ,1166103.84,"0,4615"
PR,Carambei,"0,728",56774.32 ,1305412.03,"0,5444"
PR,Carlopolis,"0,713",23990.73 ,342659.65,"0,4750"
PR,Cascavel,"0,782",37733.02 ,12243459.54,"0,5206"
PR,Castro,"0,703",39629.73 ,2819695.12,"0,5456"
PR,Catanduvas,"0,678",26803.32 ,273742.3,"0,5415"
PR,Centenario do Sul,"0,668",20943.44 ,228094.99,"0,4151"
PR,Cerro Azul,"0,573",17862.32 ,316609.54,"0,4882"
PR,Ceu Azul,"0,732",54748.10 ,641045.52,"0,4721"
PR,Chopinzinho,"0,740",34096.42 ,659527.11,"0,5521"
PR,Cianorte,"0,755",32662.63 ,2658509.73,"0,4141"
PR,Cidade Gaucha,"0,718",33163.57 ,414644.06,"0,4279"
PR,Clevelandia,"0,694",27935.92 ,465719.78,"0,5626"
PR,Colombo,"0,733",21682.44 ,5221998.84,"0,4196"
PR,Colorado,"0,730",25897.41 ,618404.29,"0,4372"
PR,Congonhinhas,"0,668",23435.05 ,205689.44,"0,5071"
PR,Conselheiro Mairinck,"0,707",24756.47 ,95139.11,"0,4766"
PR,Contenda,"0,681",21847.83 ,400383.35,"0,4787"
PR,Corbelia,"0,738",35813.38 ,609687.04,"0,4810"
PR,Cornelio Procopio,"0,759",32330.82 ,1546932.86,"0,4880"
PR,Coronel Domingos Soares,"0,600",26205.69 ,195887.54,"0,5416"
PR,Coronel Vivida,"0,723",32847.60 ,686252.05,"0,4741"
PR,Corumbatai do Sul,"0,638",19914.77 ,65977.64,"0,4229"
PR,Cruz Machado,"0,664",19721.21 ,368293.61,"0,5463"
PR,Cruzeiro do Iguacu,"0,709",26771.61 ,114154.16,"0,5147"
PR,Cruzeiro do Oeste,"0,717",39631.52 ,828972.54,"0,4388"
PR,Cruzeiro do Sul,"0,713",41283.44 ,185321.36,"0,4189"
PR,Cruzmaltina,"0,666",37981.42 ,113184.64,"0,3801"
PR,Curitiba,"0,823",45458.29 ,87151950.1,"0,5652"
PR,Curiuva,"0,656",15485.22 ,232324.7,"0,4503"
PR,Diamante do Norte,"0,723",67956.36 ,349703.45,"0,4461"
PR,Diamante do Sul,"0,608",15628.77 ,53981.78,"0,4622"
PR,Diamante D'Oeste,"0,644",19085.91 ,99991.09,"0,5059"
PR,Dois Vizinhos,"0,767",39449.27 ,1587201.95,"0,4754"
PR,Douradina,"0,724",68677.24 ,592066.47,"0,6174"
PR,Doutor Camargo,"0,746",25886.51 ,154697.81,"0,3973"
PR,Doutor Ulysses,"0,546",11111.58 ,62324.86,"0,5019"
PR,Eneas Marques,"0,752",36862.93 ,220808.95,"0,5978"
PR,Engenheiro Beltrao,"0,730",40211.54 ,563765.77,"0,4533"
PR,Entre Rios do Oeste,"0,761",50894.83 ,228059.74,"0,4995"
PR,Esperanca Nova,"0,689",28547.76 ,49444.72,"0,3947"
PR,Espigao Alto do Iguacu,"0,636",27409.42 ,114790.66,"0,5798"
PR,Farol,"0,715",50248.77 ,157730.88,"0,4953"
PR,Faxinal,"0,687",24752.72 ,425375.42,"0,4868"
PR,Fazenda Rio Grande,"0,720",25607.26 ,2518934.65,"0,4922"
PR,Fenix,"0,716",31281.16 ,149430.08,"0,4435"
PR,Fernandes Pinheiro,"0,645",31214.74 ,177611.89,"0,5507"
PR,Figueira,"0,677",19071.11 ,149612.83,"0,4572"
PR,Flor da Serra do Sul,"0,682",26833.98 ,124643.83,"0,4617"
PR,Florai,"0,745",35608.91 ,176370.93,"0,4314"
PR,Floresta,"0,736",30945.99 ,207183.39,"0,3687"
PR,Florestopolis,"0,701",23371.68 ,248814.89,"0,3413"
PR,Florida,"0,732",22595.37 ,60532.99,"0,3921"
PR,Formosa do Oeste,"0,723",39962.99 ,267752.04,"0,4195"
PR,Foz do Iguacu,"0,751",56702.71 ,14675965.4,"0,5454"
PR,Foz do Jordao,"0,645",25851.65 ,122666.1,"0,5510"
PR,Francisco Alves,"0,669",32119.32 ,195959.96,"0,4178"
PR,Francisco Beltrao,"0,774",35460.16 ,3189357.45,"0,4721"
PR,General Carneiro,"0,652",20913.85 ,287251.72,"0,5903"
PR,Godoy Moreira,"0,675",17343.10 ,51959.92,"0,4486"
PR,Goioere,"0,731",31176.74 ,902940.65,"0,4920"
PR,Goioxim,"0,641",25259.49 ,181110.57,"0,4938"
PR,Grandes Rios,"0,658",21100.41 ,121158.56,"0,4576"
PR,Guaira,"0,724",28449.48 ,936642.19,"0,5207"
PR,Guairaca,"0,693",34669.25 ,227187.57,"0,4548"
PR,Guamiranga,"0,669",27803.44 ,240888.97,"0,4615"
PR,Guapirama,"0,702",26862.15 ,102613.42,"0,4657"
PR,Guaporema,"0,719",24958.39 ,56056.56,"0,3738"
PR,Guaraci,"0,698",19423.76 ,106306.24,"0,4178"
PR,Guaraniacu,"0,677",27779.56 ,353717.16,"0,5452"
PR,Guarapuava,"0,731",33913.76 ,6115803.89,"0,5555"
PR,Guaraquecaba,"0,587",14552.14 ,111745.88,"0,4959"
PR,Guaratuba,"0,717",21789.76 ,797396.43,"0,5583"
PR,Honorio Serpa,"0,683",40410.70 ,214378.78,"0,4760"
PR,Ibaiti,"0,710",21791.16 ,678620.31,"0,6311"
PR,Ibema,"0,685",26148.72 ,165626.01,"0,4402"
PR,Ibipora,"0,726",45232.95 ,2441222.58,"0,4782"
PR,Icaraima,"0,666",29010.50 ,232809.28,"0,4263"
PR,Iguaracu,"0,758",33960.38 ,148271.04,"0,4155"
PR,Iguatu,"0,703",27442.45 ,61965.05,"0,4678"
PR,Imbau,"0,622",17384.38 ,224884.38,"0,4330"
PR,Imbituva,"0,660",27827.18 ,895450.85,"0,5191"
PR,Inacio Martins,"0,600",17186.47 ,191268.19,"0,5182"
PR,Inaja,"0,705",16170.51 ,50177.08,"0,4383"
PR,Indianopolis,"0,724",115710.65 ,514796.68,"0,3550"
PR,Ipiranga,"0,652",33390.21 ,503925.11,"0,5360"
PR,Ipora,"0,706",26062.01 ,366770.61,"0,4479"
PR,Iracema do Oeste,"0,707",35498.68 ,82534.44,"0,4083"
PR,Irati,"0,726",30279.24 ,1827564.09,"0,4930"
PR,Iretama,"0,665",25114.59 ,257198.51,"0,5843"
PR,Itaguaje,"0,707",21820.45 ,97908.36,"0,4137"
PR,Itaipulandia,"0,738",32812.56 ,359658.47,"0,6303"
PR,Itambaraca,"0,694",24352.68 ,161117.3,"0,4228"
PR,Itambe,"0,746",31056.55 ,189662.35,"0,3638"
PR,Itapejara d'Oeste,"0,731",52016.54 ,615407.65,"0,4938"
PR,Itaperucu,"0,637",18017.57 ,507861.11,"0,4062"
PR,Itauna do Sul,"0,656",25677.47 ,75774.2,"0,3840"
PR,Ivai,"0,651",27240.57 ,375674.71,"0,5090"
PR,Ivaipora,"0,730",25614.24 ,820552.17,"0,4882"
PR,Ivate,"0,706",24077.53 ,195702.18,"0,3821"
PR,Ivatuba,"0,766",34521.35 ,111780.13,"0,4392"
PR,Jaboti,"0,718",20628.86 ,108177.75,"0,4843"
PR,Jacarezinho,"0,743",34442.35 ,1358234.1,"0,5404"
PR,Jaguapita,"0,715",57909.85 ,781435.48,"0,4048"
PR,Jaguariaiva,"0,743",42684.52 ,1480427.23,"0,5167"
PR,Jandaia do Sul,"0,747",32094.76 ,677905.58,"0,4574"
PR,Janiopolis,"0,696",29462.87 ,159099.49,"0,5043"
PR,Japira,"0,696",20254.96 ,101173.55,"0,4776"
PR,Japura,"0,712",26887.19 ,251368.34,"0,3558"
PR,Jardim Alegre,"0,689",22020.85 ,252469.03,"0,6144"
PR,Jardim Olinda,"0,682",31376.72 ,42138.94,"0,4443"
PR,Jataizinho,"0,687",15234.12 ,190974.97,"0,4673"
PR,Jesuitas,"0,705",40574.75 ,344682.5,"0,4271"
PR,Joaquim Tavora,"0,700",49769.88 ,587433.94,"0,4346"
PR,Jundiai do Sul,"0,688",22476.19 ,74508.56,"0,4992"
PR,Juranda,"0,708",45869.17 ,339019.04,"0,4457"
PR,Jussara,"0,718",32148.38 ,224492.11,"0,6645"
PR,Kalore,"0,721",27259.96 ,113237.86,"0,3967"
PR,Lapa,"0,706",34292.29 ,1642909.32,"0,4947"
PR,Laranjal,"0,585",13927.76 ,82466.25,"0,4878"
PR,Laranjeiras do Sul,"0,706",24175.13 ,773749.1,"0,5462"
PR,Leopolis,"0,707",37742.85 ,150367.5,"0,3898"
PR,Lidianopolis,"0,680",24880.58 ,84370.06,"0,4063"
PR,Lindoeste,"0,666",34310.21 ,163385.2,"0,5291"
PR,Loanda,"0,725",25048.28 ,574282,"0,4721"
PR,Lobato,"0,744",38826.56 ,184620.29,"0,3836"
PR,Londrina,"0,778",35383.29 ,19954156.73,"0,5226"
PR,Luiziana,"0,668",45022.98 ,327992.43,"0,4857"
PR,Lunardelli,"0,690",18306.03 ,88692.71,"0,4599"
PR,Lupionopolis,"0,710",20927.08 ,102417.11,"0,4883"
PR,Mallet,"0,708",52248.32 ,710315.9,"0,4737"
PR,Mambore,"0,719",41062.60 ,544161.58,"0,5072"
PR,Mandaguacu,"0,718",24761.97 ,557911.98,"0,4094"
PR,Mandaguari,"0,751",45662.87 ,1565368.71,"0,4513"
PR,Mandirituba,"0,655",23214.18 ,613109.73,"0,4767"
PR,Manfrinopolis,"0,645",19930.53 ,52596.68,"0,4733"
PR,Mangueirinha,"0,688",80180.85 ,1345995.96,"0,5789"
PR,Manoel Ribas,"0,716",28109.94 ,379315.51,"0,5999"
PR,Marechal Candido Rondon,"0,774",44732.80 ,2343059.58,"0,5416"
PR,Maria Helena,"0,703",18982.05 ,108577.31,"0,4171"
PR,Marialva,"0,735",42116.89 ,1481672.35,"0,4399"
PR,Marilandia do Sul,"0,691",37610.62 ,333154.89,"0,4443"
PR,Marilena,"0,681",19342.54 ,136693.71,"0,3613"
PR,Mariluz,"0,639",22238.90 ,230261.54,"0,4619"
PR,Maringa,"0,808",44442.52 ,18532976.71,"0,4937"
PR,Mariopolis,"0,698",42681.71 ,281101.75,"0,4859"
PR,Maripa,"0,758",62613.28 ,352137.11,"0,4254"
PR,Marmeleiro,"0,722",31572.28 ,452935.95,"0,5108"
PR,Marquinho,"0,614",19146.42 ,85622.81,"0,5097"
PR,Marumbi,"0,721",16218.85 ,75920.44,"0,4602"
PR,Matelandia,"0,725",51478.22 ,915025.3,"0,4644"
PR,Matinhos,"0,743",22284.64 ,762290.83,"0,4922"
PR,Mato Rico,"0,632",24217.63 ,80886.88,"0,4615"
PR,Maua da Serra,"0,652",28379.51 ,295061.76,"0,4854"
PR,Medianeira,"0,763",42116.01 ,1929418.82,"0,4896"
PR,Mercedes,"0,740",39390.48 ,216371.89,"0,4222"
PR,Mirador,"0,680",45871.33 ,102338.93,"0,4191"
PR,Miraselva,"0,748",21369.53 ,38807.06,"0,3904"
PR,Missal,"0,711",32446.53 ,347177.84,"0,4679"
PR,Moreira Sales,"0,675",25425.59 ,310217.58,"0,4486"
PR,Morretes,"0,686",20421.98 ,334226.11,"0,5475"
PR,Munhoz de Melo,"0,726",24148.09 ,95578.15,"0,3943"
PR,Nossa Senhora das Gracas,"0,709",17625.10 ,70641.39,"0,3327"
PR,Nova Alianca do Ivai,"0,717",27477.14 ,42149.93,"0,3423"
PR,Nova America da Colina,"0,698",21432.00 ,74069.01,"0,3588"
PR,Nova Aurora,"0,733",58755.55 ,625746.59,"0,4388"
PR,Nova Cantu,"0,658",36110.51 ,200413.32,"0,4820"
PR,Nova Esperanca,"0,722",26155.04 ,727659.43,"0,4693"
PR,Nova Esperanca do Sudoeste,"0,714",21290.28 ,107792.69,"0,5043"
PR,Nova Fatima,"0,688",30298.71 ,247540.47,"0,4538"
PR,Nova Laranjeiras,"0,642",17539.32 ,203508.73,"0,5688"
PR,Nova Londrina,"0,758",24026.21 ,317746.59,"0,4986"
PR,Nova Olimpia,"0,710",14263.18 ,82512.48,"0,5943"
PR,Nova Prata do Iguacu,"0,716",31075.85 ,327912.42,"0,4632"
PR,Nova Santa Barbara,"0,680",19667.76 ,82997.97,"0,5065"
PR,Nova Santa Rosa,"0,731",40035.57 ,327130.67,"0,4148"
PR,Nova Tebas,"0,651",22562.21 ,132124.31,"0,5017"
PR,Novo Itacolomi,"0,710",23295.38 ,66345.24,"0,3819"
PR,Ortigueira,"0,609",97505.30 ,2177000.89,"0,5121"
PR,Ourizona,"0,720",31021.49 ,106403.72,"0,4398"
PR,Ouro Verde do Oeste,"0,709",29575.62 ,176714.35,"0,4151"
PR,Paicandu,"0,716",20508.39 ,836270.5,"0,3690"
PR,Palmas,"0,660",23588.47 ,1184093.95,"0,5914"
PR,Palmeira,"0,718",42390.25 ,1430967.64,"0,5864"
PR,Palmital,"0,639",18982.46 ,254156.14,"0,4648"
PR,Palotina,"0,768",69645.03 ,2198275.68,"0,4823"
PR,Paraiso do Norte,"0,746",24179.33 ,329588.39,"0,4775"
PR,Paranacity,"0,717",28209.55 ,320488.68,"0,4025"
PR,Paranagua,"0,750",63606.54 ,9774163.19,"0,5235"
PR,Paranapoema,"0,709",21016.01 ,66494.64,"0,4323"
PR,Paranavai,"0,763",30152.82 ,2647809.18,"0,4805"
PR,Pato Bragado,"0,747",29832.10 ,165120.69,"0,4343"
PR,Pato Branco,"0,782",46842.50 ,3836072.97,"0,5213"
PR,Paula Freitas,"0,717",48727.45 ,284422.12,"0,6096"
PR,Paulo Frontin,"0,708",41993.09 ,307431.41,"0,5265"
PR,Peabiru,"0,723",23403.10 ,327292.38,"0,5536"
PR,Perobal,"0,713",29981.44 ,182646.93,"0,4087"
PR,Perola,"0,700",30399.07 ,338767.27,"0,3709"
PR,Perola d'Oeste,"0,726",25973.88 ,166414.65,"0,4440"
PR,Pien,"0,694",63033.25 ,794597.11,"0,4322"
PR,Pinhais,"0,751",44773.58 ,5855892.01,"0,5082"
PR,Pinhal de Sao Bento,"0,695",18949.92 ,51638.52,"0,3697"
PR,Pinhalao,"0,697",24868.89 ,157345.46,"0,4924"
